Order ID,Returned,Return Reason,Sales,Return Date,Refund Amount,Return Channel
IT-2012-2666705,Yes,Damaged,338,11-09-26,182.96004524036329,Online
IT-2012-2666705,Yes,Damaged,132,25-08-26,96.88082107347938,Store
IT-2012-2666705,Yes,Damaged,171,15-09-26,144.57341536591795,Store
IT-2012-2666705,Yes,Damaged,152,22-09-26,130.88436182198376,Store
IT-2012-2666705,Yes,Damaged,207,30-08-26,106.70217365445656,Online
IT-2012-2666705,Yes,Damaged,127,13-09-26,114.03528469261754,Customer Service
IT-2012-2666705,Yes,Damaged,223,12-09-26,124.31938128839366,Store
ES-2014-4673578,Yes,Wrong Item,95,07-09-26,75.11930448963412,Customer Service
ES-2014-4673578,Yes,Wrong Item,58,29-08-26,45.004493479405575,Store
ES-2014-4673578,Yes,Wrong Item,63,25-08-26,47.73383099619707,Store
ES-2014-4673578,Yes,Wrong Item,40,28-08-26,20.477636036125695,Customer Service
ES-2014-4673578,Yes,Wrong Item,22,17-09-26,12.123981911641781,Customer Service
ES-2014-4673578,Yes,Wrong Item,33,23-09-26,23.93317887624183,Store
ES-2014-4673578,Yes,Wrong Item,4473,31-08-26,2613.208669,Store
ES-2014-4673578,Yes,Wrong Item,882,19-09-26,696.4746160113757,Online
ES-2014-4673578,Yes,Wrong Item,118,01-09-26,84.00142139709862,Online
ES-2014-4673578,Yes,Wrong Item,869,25-08-26,498.0848251723849,Customer Service
ES-2014-4673578,Yes,Wrong Item,254,29-08-26,164.04748547530286,Online
CA-2012-169537,Yes,Customer Dissatisfaction,8,29-08-26,4.437710065789352,Store
TU-2014-9840,Yes,Late Delivery,92,28-08-26,89.53738878963122,Customer Service
TU-2014-9840,Yes,Late Delivery,27,14-09-26,23.15504132150636,Customer Service
TU-2014-9840,Yes,Late Delivery,18,03-09-26,11.862125593172703,Online
TU-2014-9840,Yes,Late Delivery,11,17-09-26,10.279689079815688,Online
TU-2014-9840,Yes,Late Delivery,6,30-08-26,5.204866793699452,Customer Service
TU-2014-9840,Yes,Late Delivery,4,28-08-26,2.293132479614936,Customer Service
TU-2014-9840,Yes,Late Delivery,10,01-09-26,9.511937446696045,Customer Service
TU-2014-9840,Yes,Late Delivery,7,11-09-26,6.987486918063643,Online
IN-2012-13828,Yes,Damaged,84,06-09-26,50.84349436452165,Online
IN-2012-13828,Yes,Damaged,116,29-08-26,100.07989505561889,Store
IN-2012-13828,Yes,Damaged,279,04-09-26,160.26797708007197,Online
MX-2014-115091,Yes,Customer Dissatisfaction,81,19-09-26,61.829722806496676,Customer Service
MX-2014-115091,Yes,Customer Dissatisfaction,163,17-09-26,151.72387770857566,Store
MX-2014-115091,Yes,Customer Dissatisfaction,67,04-09-26,56.111620270326995,Store
ES-2012-2874029,Yes,Damaged,57,16-09-26,41.63922074046609,Store
ES-2012-2874029,Yes,Damaged,98,01-09-26,54.924562043382835,Store
MX-2014-101749,Yes,Customer Dissatisfaction,1745,08-09-26,1311.3083286983554,Online
MX-2014-101749,Yes,Customer Dissatisfaction,173,09-09-26,137.94828543307503,Customer Service
ES-2013-1138719,Yes,Damaged,105,12-09-26,75.10030815454245,Store
ES-2013-1138719,Yes,Damaged,64,27-08-26,39.13960441266905,Customer Service
NI-2013-2720,Yes,Customer Dissatisfaction,15,01-09-26,9.364631945799077,Customer Service
NI-2013-2720,Yes,Customer Dissatisfaction,15,03-09-26,8.703117843548164,Store
NI-2013-2720,Yes,Customer Dissatisfaction,2,15-09-26,1.9222623927369442,Store
NI-2013-2720,Yes,Customer Dissatisfaction,17,19-09-26,13.875053790122962,Store
NI-2013-2720,Yes,Customer Dissatisfaction,19,18-09-26,17.53040847343176,Customer Service
NI-2013-2720,Yes,Customer Dissatisfaction,8,30-08-26,7.161424086073393,Customer Service
NI-2013-2720,Yes,Customer Dissatisfaction,6,27-08-26,3.016696788076529,Store
ES-2013-1001647,Yes,Customer Dissatisfaction,66,15-09-26,45.75851144810309,Customer Service
ES-2013-1001647,Yes,Customer Dissatisfaction,111,17-09-26,100.28216996581887,Store
ES-2013-1001647,Yes,Customer Dissatisfaction,158,19-09-26,89.13788971108417,Store
ES-2013-1001647,Yes,Customer Dissatisfaction,19,31-08-26,11.834608062647272,Store
ES-2013-1001647,Yes,Customer Dissatisfaction,85,27-08-26,55.25434692672819,Customer Service
ES-2013-1001647,Yes,Customer Dissatisfaction,14,17-09-26,7.995553225533697,Customer Service
ES-2013-1001647,Yes,Customer Dissatisfaction,492,08-09-26,476.5550738698119,Online
ES-2013-1001647,Yes,Customer Dissatisfaction,989,31-08-26,931.5140363585931,Online
ES-2013-1001647,Yes,Customer Dissatisfaction,66,13-09-26,65.50692477486965,Store
MX-2012-158456,Yes,Late Delivery,13,15-09-26,6.724586872360501,Store
MX-2012-158456,Yes,Late Delivery,707,12-09-26,489.0809748106075,Store
MX-2014-137736,Yes,Customer Dissatisfaction,68,31-08-26,35.23824664758012,Online
IN-2014-37789,Yes,Late Delivery,455,12-09-26,452.7875516031295,Customer Service
IN-2014-30768,Yes,Late Delivery,22,07-09-26,17.588942551994847,Customer Service
IN-2014-30768,Yes,Late Delivery,10,19-09-26,5.1483096294579305,Store
IT-2013-2640538,Yes,Customer Dissatisfaction,69,31-08-26,38.858422652816195,Customer Service
CA-2013-145177,Yes,Damaged,42,25-08-26,28.499051852805803,Online
CA-2013-145177,Yes,Damaged,70,25-08-26,39.17474062998685,Online
CA-2013-145177,Yes,Damaged,148,26-08-26,126.78334205454848,Store
CA-2013-145177,Yes,Damaged,335,09-09-26,174.2821025022008,Online
CA-2013-145177,Yes,Damaged,9,29-08-26,4.838314952943554,Customer Service
CA-2013-145177,Yes,Damaged,22,31-08-26,12.703553347836573,Online
CA-2013-145177,Yes,Damaged,90,26-08-26,82.63472161,Online
CA-2013-145177,Yes,Damaged,5,05-09-26,3.6446799851024734,Store
CA-2013-145177,Yes,Damaged,179,19-09-26,143.2826204,Customer Service
US-2012-117324,Yes,Damaged,23,30-08-26,22.05466184601213,Online
US-2012-117324,Yes,Damaged,42,25-08-26,34.99044143588644,Customer Service
ES-2012-5566758,Yes,Damaged,52,18-09-26,31.408245096399362,Customer Service
IT-2014-2224336,Yes,Wrong Item,73,26-08-26,39.38261961209051,Online
IT-2014-2224336,Yes,Wrong Item,10,03-09-26,8.359128079970613,Store
IT-2014-2224336,Yes,Wrong Item,14,30-08-26,12.863423326429436,Online
IN-2013-76275,Yes,Late Delivery,26,26-08-26,13.99181433628264,Online
IN-2013-76275,Yes,Late Delivery,41,05-09-26,30.39415300382675,Online
MX-2014-166135,Yes,Damaged,30,13-09-26,29.51726044031538,Customer Service
MX-2014-166135,Yes,Damaged,408,14-09-26,226.04394222076348,Online
MX-2014-166135,Yes,Damaged,152,29-08-26,116.96552645532041,Online
MX-2014-166135,Yes,Damaged,170,06-09-26,110.98691475916915,Online
MX-2014-166135,Yes,Damaged,210,25-08-26,169.09986403644544,Online
CA-2013-134180,Yes,Wrong Item,470,13-09-26,353.02304139226914,Customer Service
CA-2013-134180,Yes,Wrong Item,72,17-09-26,70.64927556920063,Online
IN-2014-32588,Yes,Wrong Item,4448,10-09-26,2904.655769975089,Online
IN-2011-36494,Yes,Damaged,39,28-08-26,30.88580659371072,Online
IN-2011-36494,Yes,Damaged,58,08-09-26,44.424419510673765,Customer Service
TU-2014-8990,Yes,Wrong Item,4,26-08-26,3.4803005805307325,Online
ES-2012-1465491,Yes,Wrong Item,45,27-08-26,34.51033634157392,Online
ES-2012-1465491,Yes,Wrong Item,1310,25-08-26,1232.675913357117,Online
IZ-2012-9240,Yes,Late Delivery,25,06-09-26,13.174121077563338,Store
IZ-2012-9240,Yes,Late Delivery,132,11-09-26,68.83624412423376,Customer Service
MX-2014-123337,Yes,Late Delivery,1275,03-09-26,1109.332028542976,Customer Service
MX-2013-134908,Yes,Damaged,9,26-08-26,5.5218830363695375,Store
MX-2013-134908,Yes,Damaged,33,15-09-26,20.98744932979331,Customer Service
IN-2012-18868,Yes,Wrong Item,151,11-09-26,126.58345326437781,Store
IN-2012-18868,Yes,Wrong Item,19,26-08-26,10.322842222502656,Store
MX-2013-117296,Yes,Damaged,19,23-09-26,12.85202753580363,Store
MX-2013-117296,Yes,Damaged,247,01-09-26,242.50246381206503,Store
US-2013-112361,Yes,Damaged,549,03-09-26,327.6165322847392,Customer Service
US-2013-112361,Yes,Damaged,24,12-09-26,13.575337486302244,Store
ES-2012-5807038,Yes,Customer Dissatisfaction,54,13-09-26,37.28323557352053,Store
ES-2012-5807038,Yes,Customer Dissatisfaction,24,29-08-26,14.27099486598398,Online
ID-2014-64830,Yes,Wrong Item,250,19-09-26,182.5413149894669,Store
ID-2014-64830,Yes,Wrong Item,75,20-09-26,59.05197892818988,Store
ID-2014-64830,Yes,Wrong Item,952,18-09-26,877.5073282233624,Customer Service
ID-2014-64830,Yes,Wrong Item,161,11-09-26,132.5689487403515,Online
ID-2014-64830,Yes,Wrong Item,1324,25-08-26,1323.8836201034135,Store
ID-2014-64830,Yes,Wrong Item,34,08-09-26,31.684746684901494,Store
ID-2014-64830,Yes,Wrong Item,25,13-09-26,22.414083255589247,Store
ID-2014-64830,Yes,Wrong Item,156,10-09-26,148.28170219290237,Customer Service
MX-2013-169054,Yes,Wrong Item,24,14-09-26,18.595462075786386,Customer Service
MX-2013-169054,Yes,Wrong Item,28,23-09-26,15.059855124725084,Online
MX-2013-169054,Yes,Wrong Item,1220,28-08-26,1059.4208462558292,Customer Service
MX-2013-169054,Yes,Wrong Item,224,10-09-26,124.85183888884879,Online
CA-2012-155453,Yes,Customer Dissatisfaction,5,08-09-26,4.6600919527279885,Customer Service
ES-2014-3319612,Yes,Wrong Item,18,23-09-26,9.399116280806298,Customer Service
ES-2014-3319612,Yes,Wrong Item,113,26-08-26,98.01053391212147,Store
ES-2014-3319612,Yes,Wrong Item,148,04-09-26,78.03075237390217,Customer Service
ES-2014-3319612,Yes,Wrong Item,89,22-09-26,61.542308676940614,Online
ES-2014-3319612,Yes,Wrong Item,61,31-08-26,42.68265701,Customer Service
ES-2014-3319612,Yes,Wrong Item,276,01-09-26,172.64123163022467,Store
ES-2014-3319612,Yes,Wrong Item,279,31-08-26,162.9665962518618,Customer Service
ES-2014-3319612,Yes,Wrong Item,1843,23-09-26,1368.3928083820192,Customer Service
ES-2014-3319612,Yes,Wrong Item,174,05-09-26,88.53508620361158,Online
ES-2014-3319612,Yes,Wrong Item,529,22-09-26,295.02006065398183,Store
ES-2011-2736116,Yes,Customer Dissatisfaction,401,14-09-26,266.6438564,Online
ES-2011-2736116,Yes,Customer Dissatisfaction,663,22-09-26,590.7851823729845,Customer Service
ES-2011-2736116,Yes,Customer Dissatisfaction,37,09-09-26,25.060809516390194,Online
ES-2011-2736116,Yes,Customer Dissatisfaction,323,28-08-26,292.9798693987547,Customer Service
ID-2013-47421,Yes,Late Delivery,110,05-09-26,82.51495850036788,Customer Service
ID-2013-47421,Yes,Late Delivery,84,05-09-26,73.78125678246315,Online
US-2013-164119,Yes,Wrong Item,1093,23-09-26,743.7028615818956,Customer Service
US-2013-164119,Yes,Wrong Item,1022,17-09-26,611.200772,Online
US-2013-164119,Yes,Wrong Item,29,12-09-26,27.111710866676106,Customer Service
US-2013-164119,Yes,Wrong Item,33,06-09-26,28.757355183958342,Customer Service
US-2013-164119,Yes,Wrong Item,72,14-09-26,58.23855702029983,Store
US-2013-164119,Yes,Wrong Item,86,29-08-26,73.08951230603229,Store
US-2013-164119,Yes,Wrong Item,25,28-08-26,22.770725286693583,Store
US-2013-164119,Yes,Wrong Item,81,01-09-26,80.33444430634141,Customer Service
US-2013-164119,Yes,Wrong Item,245,02-09-26,233.64304580383907,Store
IN-2013-53882,Yes,Damaged,134,29-08-26,116.31188031208451,Store
IN-2013-53882,Yes,Damaged,118,30-08-26,88.52198012709503,Store
IN-2014-76058,Yes,Customer Dissatisfaction,45,30-08-26,40.24248129391982,Online
IN-2014-76058,Yes,Customer Dissatisfaction,50,29-08-26,31.052210248487473,Customer Service
IN-2014-76058,Yes,Customer Dissatisfaction,84,16-09-26,61.71745131362547,Customer Service
IN-2014-76058,Yes,Customer Dissatisfaction,62,01-09-26,54.749577598546175,Store
IN-2014-76058,Yes,Customer Dissatisfaction,53,21-09-26,40.875087349940124,Customer Service
IN-2014-76058,Yes,Customer Dissatisfaction,113,13-09-26,77.25603628350703,Online
IN-2014-76058,Yes,Customer Dissatisfaction,969,21-09-26,571.8145251799345,Customer Service
IN-2014-46917,Yes,Damaged,895,01-09-26,532.0712428613335,Online
ES-2012-5613626,Yes,Damaged,151,07-09-26,87.65390446793582,Online
HU-2012-7730,Yes,Wrong Item,130,20-09-26,99.57919762661759,Store
HU-2012-7730,Yes,Wrong Item,81,25-08-26,53.534822750208065,Online
HU-2012-7730,Yes,Wrong Item,48,21-09-26,36.52168824612389,Customer Service
HU-2012-7730,Yes,Wrong Item,11,02-09-26,9.579599814,Customer Service
HU-2012-7730,Yes,Wrong Item,61,21-09-26,36.90546351070807,Store
TU-2014-1770,Yes,Customer Dissatisfaction,49,04-09-26,37.76541607140209,Customer Service
CA-2014-101700,Yes,Damaged,12,18-09-26,11.952102146806288,Store
CA-2014-101700,Yes,Damaged,19,31-08-26,10.165896430619881,Customer Service
RS-2014-2590,Yes,Late Delivery,54,23-09-26,33.171513511577245,Customer Service
RS-2014-2590,Yes,Late Delivery,16,22-09-26,14.84523366,Online
IT-2013-4063561,Yes,Late Delivery,69,05-09-26,60.65099441263715,Customer Service
IT-2013-4063561,Yes,Late Delivery,348,18-09-26,251.11518188007705,Store
IT-2013-4063561,Yes,Late Delivery,1533,30-08-26,840.2430133417195,Online
US-2012-144519,Yes,Late Delivery,16,31-08-26,8.713992282,Online
US-2012-144519,Yes,Late Delivery,32,14-09-26,16.41761612042908,Store
IT-2012-5271815,Yes,Late Delivery,23,06-09-26,15.28364589567053,Store
IN-2014-69408,Yes,Customer Dissatisfaction,139,27-08-26,95.01987858,Online
IN-2014-69408,Yes,Customer Dissatisfaction,22,19-09-26,16.029483551030157,Online
IN-2014-69408,Yes,Customer Dissatisfaction,524,01-09-26,419.47903806018434,Store
AO-2011-1390,Yes,Customer Dissatisfaction,206,02-09-26,172.3478503311125,Store
TU-2011-9810,Yes,Damaged,36,15-09-26,29.357081358181198,Customer Service
TU-2011-9810,Yes,Damaged,27,16-09-26,26.774865201663506,Customer Service
RS-2011-1330,Yes,Late Delivery,11,13-09-26,9.938206554237777,Store
RS-2011-1330,Yes,Late Delivery,23,12-09-26,22.542333988086277,Online
RS-2011-1330,Yes,Late Delivery,204,12-09-26,117.1627594195396,Customer Service
MX-2012-164588,Yes,Damaged,7,31-08-26,4.380037465414317,Online
MX-2012-164588,Yes,Damaged,23,18-09-26,17.026452072839543,Customer Service
CA-2013-162901,Yes,Damaged,31,30-08-26,26.36994160964552,Store
US-2012-138121,Yes,Damaged,30,21-09-26,21.82139789946643,Store
US-2012-138121,Yes,Damaged,547,28-08-26,526.3807728,Online
US-2012-138121,Yes,Damaged,142,08-09-26,88.32196405999068,Online
US-2012-138121,Yes,Damaged,303,30-08-26,290.73960125296185,Customer Service
US-2012-138121,Yes,Damaged,212,27-08-26,170.64180656999878,Customer Service
IN-2011-62261,Yes,Late Delivery,188,21-09-26,116.82835574685572,Online
IN-2011-62261,Yes,Late Delivery,20,09-09-26,16.34455045153077,Online
IN-2011-62261,Yes,Late Delivery,103,30-08-26,53.127636134278475,Online
CA-2011-115812,Yes,Customer Dissatisfaction,7,20-09-26,6.739758028396174,Store
CA-2011-115812,Yes,Customer Dissatisfaction,115,03-09-26,97.35464990642072,Customer Service
CA-2011-115812,Yes,Customer Dissatisfaction,49,07-09-26,35.25434618405244,Customer Service
CA-2011-115812,Yes,Customer Dissatisfaction,1706,29-08-26,1579.7824241387586,Store
CA-2011-115812,Yes,Customer Dissatisfaction,911,23-09-26,795.0182001201907,Online
CA-2011-115812,Yes,Customer Dissatisfaction,907,01-09-26,842.6054965771385,Customer Service
CA-2011-115812,Yes,Customer Dissatisfaction,19,13-09-26,17.98765321241229,Store
CA-2012-122210,Yes,Customer Dissatisfaction,95,09-09-26,90.79919080330987,Customer Service
CA-2012-122210,Yes,Customer Dissatisfaction,153,08-09-26,116.75919594545248,Online
CA-2012-122210,Yes,Customer Dissatisfaction,11,06-09-26,10.478317466384542,Online
CA-2013-145982,Yes,Late Delivery,29,29-08-26,27.15874664076711,Online
CA-2013-145982,Yes,Late Delivery,12,23-09-26,6.254336886382291,Online
CA-2013-145982,Yes,Late Delivery,82,07-09-26,62.41295522049858,Online
CA-2013-145982,Yes,Late Delivery,123,07-09-26,92.17042108831392,Online
CA-2013-145982,Yes,Late Delivery,60,04-09-26,37.166087479236744,Customer Service
CA-2013-145982,Yes,Late Delivery,245,09-09-26,163.6156525092747,Store
US-2012-123960,Yes,Wrong Item,56,07-09-26,51.76858581,Store
