order_id,user_id,order_date,status,return_reason,refund_amount
1458,4780,2020-03-01 17:00:00,Returned,Customer Dissatisfaction,66.9
1464,3546,2020-03-01 23:00:00,Returned,Wrong Item,54.27
1472,8100,2020-03-02 07:00:00,Returned,Damaged,128.48
1494,5245,2020-03-03 05:00:00,Returned,Late Delivery,109.4
1524,7367,2020-03-04 11:00:00,Returned,Wrong Item,128.18
1533,811,2020-03-04 20:00:00,Returned,Wrong Item,82.44
1538,9444,2020-03-05 01:00:00,Returned,Late Delivery,77.1
1542,4420,2020-03-05 05:00:00,Returned,Late Delivery,148.89
1553,7321,2020-03-05 16:00:00,Returned,Damaged,114.7
1570,7966,2020-03-06 09:00:00,Returned,Wrong Item,23.22
1576,4753,2020-03-06 15:00:00,Returned,Damaged,76.9
1578,759,2020-03-06 17:00:00,Returned,Wrong Item,150.75
1579,6797,2020-03-06 18:00:00,Returned,Wrong Item,58.21
1583,68,2020-03-06 22:00:00,Returned,Customer Dissatisfaction,54.3
1606,6705,2020-03-07 21:00:00,Returned,Customer Dissatisfaction,116.42
1618,3541,2020-03-08 09:00:00,Returned,Damaged,195.64
1622,1330,2020-03-08 13:00:00,Returned,Wrong Item,124.62
1630,6155,2020-03-08 21:00:00,Returned,Wrong Item,191.9
1638,9434,2020-03-09 05:00:00,Returned,Wrong Item,199.07
1643,9117,2020-03-09 10:00:00,Returned,Wrong Item,179.34
1647,7106,2020-03-09 14:00:00,Returned,Customer Dissatisfaction,9.11
1652,5917,2020-03-09 19:00:00,Returned,Damaged,82.58
1654,7384,2020-03-09 21:00:00,Returned,Wrong Item,190.46
1658,3942,2020-03-10 01:00:00,Returned,Late Delivery,198.27
1670,1909,2020-03-10 13:00:00,Returned,Customer Dissatisfaction,14.61
1709,2948,2020-03-12 04:00:00,Returned,Late Delivery,164.55
1716,5950,2020-03-12 11:00:00,Returned,Damaged,52.8
1721,1512,2020-03-12 16:00:00,Returned,Wrong Item,141.76
1734,2088,2020-03-13 05:00:00,Returned,Late Delivery,116.08
1740,3710,2020-03-13 11:00:00,Returned,Wrong Item,23.55
1742,4463,2020-03-13 13:00:00,Returned,Damaged,101.92
1756,796,2020-03-14 03:00:00,Returned,Late Delivery,109.35
1759,2000,2020-03-14 06:00:00,Returned,Late Delivery,162.38
1792,3914,2020-03-15 15:00:00,Returned,Wrong Item,63.3
1795,9122,2020-03-15 18:00:00,Returned,Late Delivery,117.04
1817,9003,2020-03-16 16:00:00,Returned,Wrong Item,125.4
1819,173,2020-03-16 18:00:00,Returned,Customer Dissatisfaction,184.21
1820,6886,2020-03-16 19:00:00,Returned,Damaged,195.25
1870,5894,2020-03-18 21:00:00,Returned,Late Delivery,7.99
1877,9898,2020-03-19 04:00:00,Returned,Damaged,67.34
1881,791,2020-03-19 08:00:00,Returned,Damaged,37.46
1892,8264,2020-03-19 19:00:00,Returned,Wrong Item,39.79
1900,3735,2020-03-20 03:00:00,Returned,Wrong Item,187.54
1902,5470,2020-03-20 05:00:00,Returned,Late Delivery,28.41
1910,2771,2020-03-20 13:00:00,Returned,Damaged,159.93
1917,229,2020-03-20 20:00:00,Returned,Customer Dissatisfaction,87.27
1937,1097,2020-03-21 16:00:00,Returned,Damaged,149.15
1962,6121,2020-03-22 17:00:00,Returned,Customer Dissatisfaction,131.03
1966,9369,2020-03-22 21:00:00,Returned,Customer Dissatisfaction,177.62
1982,856,2020-03-23 13:00:00,Returned,Customer Dissatisfaction,65.18
2016,6753,2020-03-24 23:00:00,Returned,Late Delivery,143.73
2019,1624,2020-03-25 02:00:00,Returned,Late Delivery,63.83
2064,4641,2020-03-26 23:00:00,Returned,Wrong Item,74.53
2065,9575,2020-03-27 00:00:00,Returned,Wrong Item,160.53
2068,3956,2020-03-27 03:00:00,Returned,Late Delivery,89.45
2088,9741,2020-03-27 23:00:00,Returned,Customer Dissatisfaction,5.02
2092,1385,2020-03-28 03:00:00,Returned,Late Delivery,164.46
2095,2689,2020-03-28 06:00:00,Returned,Customer Dissatisfaction,51.25
2096,3137,2020-03-28 07:00:00,Returned,Wrong Item,62.4
2100,8229,2020-03-28 11:00:00,Returned,Customer Dissatisfaction,21.19
2106,3957,2020-03-28 17:00:00,Returned,Wrong Item,94.36
2133,8677,2020-03-29 20:00:00,Returned,Damaged,26.31
2141,5670,2020-03-30 04:00:00,Returned,Customer Dissatisfaction,88.8
2162,4182,2020-03-31 01:00:00,Returned,Wrong Item,51.29
2188,9469,2020-04-01 03:00:00,Returned,Customer Dissatisfaction,20.61
2191,9018,2020-04-01 06:00:00,Returned,Late Delivery,39.74
2198,699,2020-04-01 13:00:00,Returned,Damaged,33.58
2241,7660,2020-04-03 08:00:00,Returned,Late Delivery,180.02
2254,7406,2020-04-03 21:00:00,Returned,Damaged,78.09
2256,4309,2020-04-03 23:00:00,Returned,Damaged,55.23
2265,6594,2020-04-04 08:00:00,Returned,Damaged,50.62
2275,1876,2020-04-04 18:00:00,Returned,Wrong Item,191.05
2280,2807,2020-04-04 23:00:00,Returned,Damaged,120.88
2281,4378,2020-04-05 00:00:00,Returned,Customer Dissatisfaction,148.96
2288,3393,2020-04-05 07:00:00,Returned,Damaged,123.02
2309,5627,2020-04-06 04:00:00,Returned,Customer Dissatisfaction,72.88
2325,8417,2020-04-06 20:00:00,Returned,Late Delivery,159.96
2328,6079,2020-04-06 23:00:00,Returned,Wrong Item,7.35
2338,7390,2020-04-07 09:00:00,Returned,Damaged,82.66
2342,6113,2020-04-07 13:00:00,Returned,Wrong Item,170.05
2345,4656,2020-04-07 16:00:00,Returned,Damaged,69.18
2348,3837,2020-04-07 19:00:00,Returned,Wrong Item,68.42
2372,1277,2020-04-08 19:00:00,Returned,Damaged,186.01
2378,2520,2020-04-09 01:00:00,Returned,Damaged,100.49
2402,8671,2020-04-10 01:00:00,Returned,Damaged,170.71
2406,5902,2020-04-10 05:00:00,Returned,Customer Dissatisfaction,101.13
2410,3623,2020-04-10 09:00:00,Returned,Late Delivery,48.52
2414,2573,2020-04-10 13:00:00,Returned,Wrong Item,163.9
2416,5590,2020-04-10 15:00:00,Returned,Customer Dissatisfaction,136.27
2445,7964,2020-04-11 20:00:00,Returned,Late Delivery,55.33
2457,8700,2020-04-12 08:00:00,Returned,Late Delivery,124.71
2460,1141,2020-04-12 11:00:00,Returned,Wrong Item,21.46
2464,3728,2020-04-12 15:00:00,Returned,Wrong Item,177.04
2471,6017,2020-04-12 22:00:00,Returned,Late Delivery,90.36
2476,3258,2020-04-13 03:00:00,Returned,Late Delivery,44.1
2479,8762,2020-04-13 06:00:00,Returned,Wrong Item,113.4
2501,967,2020-04-14 04:00:00,Returned,Late Delivery,9.29
2516,9580,2020-04-14 19:00:00,Returned,Damaged,126.68
2521,7664,2020-04-15 00:00:00,Returned,Late Delivery,12.94
2524,5386,2020-04-15 03:00:00,Returned,Late Delivery,199.77
2530,1622,2020-04-15 09:00:00,Returned,Customer Dissatisfaction,128.25
2545,9431,2020-04-16 00:00:00,Returned,Wrong Item,168.13
2549,6604,2020-04-16 04:00:00,Returned,Late Delivery,11.46
2551,1564,2020-04-16 06:00:00,Returned,Wrong Item,183.15
2552,7446,2020-04-16 07:00:00,Returned,Late Delivery,81.61
2558,9723,2020-04-16 13:00:00,Returned,Late Delivery,188.86
2567,3764,2020-04-16 22:00:00,Returned,Late Delivery,99.5
2584,5524,2020-04-17 15:00:00,Returned,Customer Dissatisfaction,128.97
2586,1141,2020-04-17 17:00:00,Returned,Damaged,172.15
2605,9927,2020-04-18 12:00:00,Returned,Customer Dissatisfaction,179.29
2607,4938,2020-04-18 14:00:00,Returned,Customer Dissatisfaction,44.3
2623,1386,2020-04-19 06:00:00,Returned,Wrong Item,111.23
2646,3964,2020-04-20 05:00:00,Returned,Damaged,175.09
2650,9364,2020-04-20 09:00:00,Returned,Customer Dissatisfaction,186.82
2655,1950,2020-04-20 14:00:00,Returned,Late Delivery,198.35
2663,5908,2020-04-20 22:00:00,Returned,Late Delivery,57.64
2666,6688,2020-04-21 01:00:00,Returned,Damaged,189.33
2667,5827,2020-04-21 02:00:00,Returned,Late Delivery,85.23
2682,2798,2020-04-21 17:00:00,Returned,Late Delivery,80.72
2688,3812,2020-04-21 23:00:00,Returned,Wrong Item,173.46
2690,6639,2020-04-22 01:00:00,Returned,Wrong Item,37.28
2693,4693,2020-04-22 04:00:00,Returned,Customer Dissatisfaction,189.88
2707,8350,2020-04-22 18:00:00,Returned,Late Delivery,89.89
2725,3410,2020-04-23 12:00:00,Returned,Customer Dissatisfaction,167.65
2748,3441,2020-04-24 11:00:00,Returned,Wrong Item,171.41
2755,1504,2020-04-24 18:00:00,Returned,Wrong Item,50.76
2759,1218,2020-04-24 22:00:00,Returned,Customer Dissatisfaction,138.98
2762,3405,2020-04-25 01:00:00,Returned,Customer Dissatisfaction,66.92
2774,5981,2020-04-25 13:00:00,Returned,Late Delivery,184.83
2775,6227,2020-04-25 14:00:00,Returned,Customer Dissatisfaction,53.86
2776,3143,2020-04-25 15:00:00,Returned,Customer Dissatisfaction,42.34
2788,971,2020-04-26 03:00:00,Returned,Wrong Item,86.65
2813,7342,2020-04-27 04:00:00,Returned,Customer Dissatisfaction,11.4
2817,6836,2020-04-27 08:00:00,Returned,Damaged,168.11
2850,6157,2020-04-28 17:00:00,Returned,Damaged,128.65
2854,9043,2020-04-28 21:00:00,Returned,Late Delivery,38.97
2862,9222,2020-04-29 05:00:00,Returned,Wrong Item,169.23
2896,1819,2020-04-30 15:00:00,Returned,Damaged,38.93
2910,8502,2020-05-01 05:00:00,Returned,Late Delivery,124.64
2924,5805,2020-05-01 19:00:00,Returned,Customer Dissatisfaction,20.54
2940,1423,2020-05-02 11:00:00,Returned,Wrong Item,28.77
2952,5766,2020-05-02 23:00:00,Returned,Customer Dissatisfaction,139.1
2955,2732,2020-05-03 02:00:00,Returned,Customer Dissatisfaction,199.95
2957,4551,2020-05-03 04:00:00,Returned,Wrong Item,199.24
2967,7609,2020-05-03 14:00:00,Returned,Late Delivery,91.2
2984,3268,2020-05-04 07:00:00,Returned,Customer Dissatisfaction,77.11
3018,5205,2020-05-05 17:00:00,Returned,Damaged,40.14
3028,6585,2020-05-06 03:00:00,Returned,Damaged,120.8
3044,4573,2020-05-06 19:00:00,Returned,Wrong Item,33.1
3046,1799,2020-05-06 21:00:00,Returned,Customer Dissatisfaction,198.92
3055,2356,2020-05-07 06:00:00,Returned,Wrong Item,152.48
3058,8306,2020-05-07 09:00:00,Returned,Damaged,107.39
3064,3227,2020-05-07 15:00:00,Returned,Customer Dissatisfaction,65.46
3067,1507,2020-05-07 18:00:00,Returned,Damaged,110.09
3082,8251,2020-05-08 09:00:00,Returned,Damaged,105.62
3097,9347,2020-05-09 00:00:00,Returned,Damaged,194.09
3102,5694,2020-05-09 05:00:00,Returned,Customer Dissatisfaction,140.28
3114,4506,2020-05-09 17:00:00,Returned,Damaged,145.48
3117,2516,2020-05-09 20:00:00,Returned,Late Delivery,76.66
3123,2005,2020-05-10 02:00:00,Returned,Late Delivery,74.77
3131,5170,2020-05-10 10:00:00,Returned,Wrong Item,81.76
3138,9266,2020-05-10 17:00:00,Returned,Wrong Item,138.73
3147,5014,2020-05-11 02:00:00,Returned,Damaged,18.74
3170,6180,2020-05-12 01:00:00,Returned,Wrong Item,70.23
3174,1601,2020-05-12 05:00:00,Returned,Customer Dissatisfaction,34.64
3177,7516,2020-05-12 08:00:00,Returned,Late Delivery,74.21
3186,6688,2020-05-12 17:00:00,Returned,Late Delivery,21.41
3201,7639,2020-05-13 08:00:00,Returned,Late Delivery,133.08
3207,4266,2020-05-13 14:00:00,Returned,Customer Dissatisfaction,181.64
3210,5545,2020-05-13 17:00:00,Returned,Customer Dissatisfaction,161.7
3217,5580,2020-05-14 00:00:00,Returned,Late Delivery,72.95
3218,1439,2020-05-14 01:00:00,Returned,Wrong Item,133.2
3237,3970,2020-05-14 20:00:00,Returned,Damaged,38.57
3241,5427,2020-05-15 00:00:00,Returned,Customer Dissatisfaction,53.67
3245,3890,2020-05-15 04:00:00,Returned,Damaged,81.82
3256,8604,2020-05-15 15:00:00,Returned,Late Delivery,9.85
3259,1617,2020-05-15 18:00:00,Returned,Late Delivery,28.63
3266,7023,2020-05-16 01:00:00,Returned,Customer Dissatisfaction,28.46
3280,9791,2020-05-16 15:00:00,Returned,Late Delivery,24.24
3281,930,2020-05-16 16:00:00,Returned,Wrong Item,57.91
3298,2533,2020-05-17 09:00:00,Returned,Customer Dissatisfaction,83.49
3299,9482,2020-05-17 10:00:00,Returned,Damaged,42.87
3312,255,2020-05-17 23:00:00,Returned,Customer Dissatisfaction,19.66
3318,2125,2020-05-18 05:00:00,Returned,Customer Dissatisfaction,103.91
3348,7467,2020-05-19 11:00:00,Returned,Customer Dissatisfaction,70.43
3351,8502,2020-05-19 14:00:00,Returned,Customer Dissatisfaction,35.44
3355,9528,2020-05-19 18:00:00,Returned,Damaged,149.86
3358,6940,2020-05-19 21:00:00,Returned,Late Delivery,10.13
3365,1257,2020-05-20 04:00:00,Returned,Customer Dissatisfaction,159.97
3367,8708,2020-05-20 06:00:00,Returned,Wrong Item,54.31
3397,7266,2020-05-21 12:00:00,Returned,Wrong Item,23.05
3402,2007,2020-05-21 17:00:00,Returned,Late Delivery,106.29
3433,3542,2020-05-23 00:00:00,Returned,Damaged,14.37
3437,4664,2020-05-23 04:00:00,Returned,Damaged,119.33
3443,6542,2020-05-23 10:00:00,Returned,Customer Dissatisfaction,26.55
3451,6227,2020-05-23 18:00:00,Returned,Late Delivery,102.11
3469,6142,2020-05-24 12:00:00,Returned,Late Delivery,71.75
3491,1002,2020-05-25 10:00:00,Returned,Damaged,118.06
3496,9563,2020-05-25 15:00:00,Returned,Late Delivery,91.15
3510,2496,2020-05-26 05:00:00,Returned,Damaged,43.09
3511,851,2020-05-26 06:00:00,Returned,Customer Dissatisfaction,153.97
3537,2815,2020-05-27 08:00:00,Returned,Customer Dissatisfaction,72.46
3551,2074,2020-05-27 22:00:00,Returned,Customer Dissatisfaction,159.24
3560,7425,2020-05-28 07:00:00,Returned,Late Delivery,166.73
3567,8344,2020-05-28 14:00:00,Returned,Damaged,21.8
3568,2959,2020-05-28 15:00:00,Returned,Wrong Item,57.12
3586,4117,2020-05-29 09:00:00,Returned,Customer Dissatisfaction,156.24
3588,6658,2020-05-29 11:00:00,Returned,Damaged,90.03
3599,3024,2020-05-29 22:00:00,Returned,Customer Dissatisfaction,150.98
3603,9050,2020-05-30 02:00:00,Returned,Customer Dissatisfaction,19.64
3604,9648,2020-05-30 03:00:00,Returned,Wrong Item,61.18
3608,9183,2020-05-30 07:00:00,Returned,Damaged,161.85
3625,6497,2020-05-31 00:00:00,Returned,Customer Dissatisfaction,100.27
3660,9226,2020-06-01 11:00:00,Returned,Customer Dissatisfaction,190.47
3678,7355,2020-06-02 05:00:00,Returned,Customer Dissatisfaction,20.37
3682,2652,2020-06-02 09:00:00,Returned,Damaged,168.45
3683,5204,2020-06-02 10:00:00,Returned,Customer Dissatisfaction,192.89
3687,9497,2020-06-02 14:00:00,Returned,Damaged,178.47
3693,3896,2020-06-02 20:00:00,Returned,Customer Dissatisfaction,112.2
3706,6388,2020-06-03 09:00:00,Returned,Late Delivery,186.89
3708,9158,2020-06-03 11:00:00,Returned,Late Delivery,31.76
3771,8114,2020-06-06 02:00:00,Returned,Customer Dissatisfaction,42.99
3774,3233,2020-06-06 05:00:00,Returned,Late Delivery,97.34
3786,484,2020-06-06 17:00:00,Returned,Customer Dissatisfaction,103.15
3796,4784,2020-06-07 03:00:00,Returned,Customer Dissatisfaction,151.73
3800,3444,2020-06-07 07:00:00,Returned,Damaged,128.26
3814,5990,2020-06-07 21:00:00,Returned,Wrong Item,193.45
3815,2411,2020-06-07 22:00:00,Returned,Late Delivery,51.71
3827,3432,2020-06-08 10:00:00,Returned,Customer Dissatisfaction,109.65
3832,89,2020-06-08 15:00:00,Returned,Wrong Item,89.71
3834,1830,2020-06-08 17:00:00,Returned,Late Delivery,169.26
3846,9332,2020-06-09 05:00:00,Returned,Damaged,15.86
3857,1920,2020-06-09 16:00:00,Returned,Wrong Item,61.05
3867,2852,2020-06-10 02:00:00,Returned,Customer Dissatisfaction,135.09
3877,1314,2020-06-10 12:00:00,Returned,Late Delivery,23.81
3886,6552,2020-06-10 21:00:00,Returned,Damaged,160.94
3901,5275,2020-06-11 12:00:00,Returned,Damaged,90.94
3913,9112,2020-06-12 00:00:00,Returned,Wrong Item,59.95
3918,4724,2020-06-12 05:00:00,Returned,Wrong Item,24.12
3920,488,2020-06-12 07:00:00,Returned,Customer Dissatisfaction,185.09
3930,2618,2020-06-12 17:00:00,Returned,Damaged,149.85
3932,3891,2020-06-12 19:00:00,Returned,Damaged,24.82
3936,2881,2020-06-12 23:00:00,Returned,Customer Dissatisfaction,7.1
3939,7039,2020-06-13 02:00:00,Returned,Customer Dissatisfaction,192.36
3942,9900,2020-06-13 05:00:00,Returned,Damaged,176.6
3947,464,2020-06-13 10:00:00,Returned,Wrong Item,195.61
3959,2301,2020-06-13 22:00:00,Returned,Damaged,91.68
3961,9327,2020-06-14 00:00:00,Returned,Customer Dissatisfaction,58.6
3966,7193,2020-06-14 05:00:00,Returned,Damaged,96.69
3975,7959,2020-06-14 14:00:00,Returned,Customer Dissatisfaction,62.28
3976,7850,2020-06-14 15:00:00,Returned,Wrong Item,108.08
3998,7348,2020-06-15 13:00:00,Returned,Damaged,126.26
4001,8007,2020-06-15 16:00:00,Returned,Damaged,173.45
4002,552,2020-06-15 17:00:00,Returned,Wrong Item,176.45
4005,2055,2020-06-15 20:00:00,Returned,Customer Dissatisfaction,86.88
4008,8765,2020-06-15 23:00:00,Returned,Customer Dissatisfaction,22.62
4041,3966,2020-06-17 08:00:00,Returned,Damaged,62.15
4043,6692,2020-06-17 10:00:00,Returned,Customer Dissatisfaction,100.11
4048,1930,2020-06-17 15:00:00,Returned,Damaged,143.83
4056,65,2020-06-17 23:00:00,Returned,Customer Dissatisfaction,184.56
4074,3899,2020-06-18 17:00:00,Returned,Wrong Item,55.86
4076,3636,2020-06-18 19:00:00,Returned,Customer Dissatisfaction,101.05
4104,2429,2020-06-19 23:00:00,Returned,Damaged,31.31
4114,6009,2020-06-20 09:00:00,Returned,Customer Dissatisfaction,18.95
4120,5193,2020-06-20 15:00:00,Returned,Wrong Item,82.24
4126,1979,2020-06-20 21:00:00,Returned,Damaged,166.72
4135,6917,2020-06-21 06:00:00,Returned,Wrong Item,116.61
4140,723,2020-06-21 11:00:00,Returned,Customer Dissatisfaction,58.33
4161,8649,2020-06-22 08:00:00,Returned,Customer Dissatisfaction,159.44
4162,4947,2020-06-22 09:00:00,Returned,Wrong Item,198.17
4163,605,2020-06-22 10:00:00,Returned,Wrong Item,23.56
4169,2960,2020-06-22 16:00:00,Returned,Damaged,76.59
4170,7627,2020-06-22 17:00:00,Returned,Wrong Item,185.52
4181,401,2020-06-23 04:00:00,Returned,Damaged,161.02
4213,1891,2020-06-24 12:00:00,Returned,Damaged,21.22
4226,5043,2020-06-25 01:00:00,Returned,Customer Dissatisfaction,21.75
4230,3229,2020-06-25 05:00:00,Returned,Wrong Item,128.43
4237,7816,2020-06-25 12:00:00,Returned,Wrong Item,138.96
