order_id,user_id,order_date,status
142,2939,2020-01-06 21:00:00,Cancelled
143,1113,2020-01-06 22:00:00,Cancelled
144,3227,2020-01-06 23:00:00,Completed
145,2499,2020-01-07 00:00:00,Completed
146,241,2020-01-07 01:00:00,Cancelled
147,8738,2020-01-07 02:00:00,Cancelled
148,5227,2020-01-07 03:00:00,Completed
149,4253,2020-01-07 04:00:00,Completed
150,6808,2020-01-07 05:00:00,Completed
151,3775,2020-01-07 06:00:00,Cancelled
152,6723,2020-01-07 07:00:00,Completed
153,220,2020-01-07 08:00:00,Cancelled
154,5852,2020-01-07 09:00:00,Completed
155,4625,2020-01-07 10:00:00,Completed
156,7303,2020-01-07 11:00:00,Completed
157,4564,2020-01-07 12:00:00,Completed
158,6157,2020-01-07 13:00:00,Cancelled
159,4709,2020-01-07 14:00:00,Completed
160,810,2020-01-07 15:00:00,Completed
161,3583,2020-01-07 16:00:00,Completed
162,2085,2020-01-07 17:00:00,Completed
163,1653,2020-01-07 18:00:00,Completed
164,8155,2020-01-07 19:00:00,Completed
165,4632,2020-01-07 20:00:00,Cancelled
166,3460,2020-01-07 21:00:00,Completed
167,8347,2020-01-07 22:00:00,Completed
168,7543,2020-01-07 23:00:00,Completed
169,9735,2020-01-08 00:00:00,Completed
170,3889,2020-01-08 01:00:00,Cancelled
171,4381,2020-01-08 02:00:00,Completed
172,8576,2020-01-08 03:00:00,Cancelled
173,9603,2020-01-08 04:00:00,Completed
174,534,2020-01-08 05:00:00,Completed
175,7144,2020-01-08 06:00:00,Completed
176,234,2020-01-08 07:00:00,Completed
177,2456,2020-01-08 08:00:00,Completed
178,6349,2020-01-08 09:00:00,Completed
179,6422,2020-01-08 10:00:00,Completed
180,7055,2020-01-08 11:00:00,Cancelled
181,5711,2020-01-08 12:00:00,Returned
182,5655,2020-01-08 13:00:00,Cancelled
183,8422,2020-01-08 14:00:00,Completed
184,9965,2020-01-08 15:00:00,Completed
185,6704,2020-01-08 16:00:00,Completed
186,1542,2020-01-08 17:00:00,Completed
187,6044,2020-01-08 18:00:00,Returned
188,2985,2020-01-08 19:00:00,Completed
189,1730,2020-01-08 20:00:00,Returned
190,1720,2020-01-08 21:00:00,Completed
191,9232,2020-01-08 22:00:00,Completed
192,615,2020-01-08 23:00:00,Completed
193,7012,2020-01-09 00:00:00,Cancelled
194,5541,2020-01-09 01:00:00,Cancelled
195,3015,2020-01-09 02:00:00,Returned
196,9430,2020-01-09 03:00:00,Completed
197,3528,2020-01-09 04:00:00,Completed
198,5185,2020-01-09 05:00:00,Completed
199,5574,2020-01-09 06:00:00,Completed
200,2639,2020-01-09 07:00:00,Cancelled
201,8585,2020-01-09 08:00:00,Completed
202,1149,2020-01-09 09:00:00,Completed
203,6926,2020-01-09 10:00:00,Cancelled
204,4503,2020-01-09 11:00:00,Completed
205,1358,2020-01-09 12:00:00,Returned
206,2284,2020-01-09 13:00:00,Completed
207,3380,2020-01-09 14:00:00,Completed
208,1737,2020-01-09 15:00:00,Completed
209,3119,2020-01-09 16:00:00,Completed
210,4834,2020-01-09 17:00:00,Completed
211,9457,2020-01-09 18:00:00,Completed
212,6629,2020-01-09 19:00:00,Completed
213,9774,2020-01-09 20:00:00,Returned
214,500,2020-01-09 21:00:00,Completed
215,1964,2020-01-09 22:00:00,Completed
216,9589,2020-01-09 23:00:00,Completed
217,1408,2020-01-10 00:00:00,Completed
218,1939,2020-01-10 01:00:00,Completed
219,7481,2020-01-10 02:00:00,Completed
220,5245,2020-01-10 03:00:00,Cancelled
221,3663,2020-01-10 04:00:00,Completed
222,2204,2020-01-10 05:00:00,Cancelled
223,141,2020-01-10 06:00:00,Completed
224,3874,2020-01-10 07:00:00,Completed
225,9105,2020-01-10 08:00:00,Completed
226,1157,2020-01-10 09:00:00,Completed
227,3986,2020-01-10 10:00:00,Completed
228,4865,2020-01-10 11:00:00,Cancelled
229,9496,2020-01-10 12:00:00,Returned
230,8114,2020-01-10 13:00:00,Completed
231,5641,2020-01-10 14:00:00,Cancelled
232,6081,2020-01-10 15:00:00,Completed
233,4060,2020-01-10 16:00:00,Completed
234,5703,2020-01-10 17:00:00,Cancelled
235,5101,2020-01-10 18:00:00,Completed
236,8466,2020-01-10 19:00:00,Cancelled
237,7865,2020-01-10 20:00:00,Completed
238,1465,2020-01-10 21:00:00,Completed
239,4230,2020-01-10 22:00:00,Cancelled
240,6829,2020-01-10 23:00:00,Completed
241,726,2020-01-11 00:00:00,Completed
242,7802,2020-01-11 01:00:00,Completed
243,3017,2020-01-11 02:00:00,Cancelled
244,2698,2020-01-11 03:00:00,Completed
245,4287,2020-01-11 04:00:00,Cancelled
246,6275,2020-01-11 05:00:00,Cancelled
247,655,2020-01-11 06:00:00,Completed
248,5570,2020-01-11 07:00:00,Cancelled
249,340,2020-01-11 08:00:00,Completed
250,1985,2020-01-11 09:00:00,Completed
251,9906,2020-01-11 10:00:00,Completed
252,9764,2020-01-11 11:00:00,Completed
253,7712,2020-01-11 12:00:00,Completed
254,8333,2020-01-11 13:00:00,Completed
255,7328,2020-01-11 14:00:00,Completed
256,4342,2020-01-11 15:00:00,Cancelled
257,1945,2020-01-11 16:00:00,Completed
258,7078,2020-01-11 17:00:00,Completed
259,3584,2020-01-11 18:00:00,Completed
260,7217,2020-01-11 19:00:00,Completed
261,3811,2020-01-11 20:00:00,Completed
262,1698,2020-01-11 21:00:00,Completed
263,4493,2020-01-11 22:00:00,Cancelled
264,7909,2020-01-11 23:00:00,Completed
265,6583,2020-01-12 00:00:00,Cancelled
266,9690,2020-01-12 01:00:00,Completed
267,7397,2020-01-12 02:00:00,Returned
268,3851,2020-01-12 03:00:00,Returned
269,2546,2020-01-12 04:00:00,Completed
270,1900,2020-01-12 05:00:00,Completed
271,4984,2020-01-12 06:00:00,Cancelled
272,5193,2020-01-12 07:00:00,Cancelled
273,2503,2020-01-12 08:00:00,Completed
274,8486,2020-01-12 09:00:00,Completed
275,9046,2020-01-12 10:00:00,Completed
276,1651,2020-01-12 11:00:00,Completed
277,7528,2020-01-12 12:00:00,Completed
278,2434,2020-01-12 13:00:00,Completed
279,3233,2020-01-12 14:00:00,Cancelled
280,5147,2020-01-12 15:00:00,Cancelled
281,7669,2020-01-12 16:00:00,Cancelled
282,146,2020-01-12 17:00:00,Completed
283,2782,2020-01-12 18:00:00,Completed
284,3689,2020-01-12 19:00:00,Cancelled
285,4104,2020-01-12 20:00:00,Completed
286,8908,2020-01-12 21:00:00,Completed
287,7506,2020-01-12 22:00:00,Completed
288,9189,2020-01-12 23:00:00,Completed
289,2145,2020-01-13 00:00:00,Completed
290,1853,2020-01-13 01:00:00,Completed
291,4894,2020-01-13 02:00:00,Completed
292,9278,2020-01-13 03:00:00,Completed
293,101,2020-01-13 04:00:00,Completed
294,9921,2020-01-13 05:00:00,Completed
295,3434,2020-01-13 06:00:00,Completed
296,8979,2020-01-13 07:00:00,Cancelled
297,4085,2020-01-13 08:00:00,Completed
298,6136,2020-01-13 09:00:00,Cancelled
299,9807,2020-01-13 10:00:00,Completed
300,7177,2020-01-13 11:00:00,Completed
301,5274,2020-01-13 12:00:00,Cancelled
302,3042,2020-01-13 13:00:00,Cancelled
303,9439,2020-01-13 14:00:00,Cancelled
304,3300,2020-01-13 15:00:00,Completed
305,8013,2020-01-13 16:00:00,Completed
306,6933,2020-01-13 17:00:00,Completed
307,9226,2020-01-13 18:00:00,Completed
308,6878,2020-01-13 19:00:00,Completed
309,6725,2020-01-13 20:00:00,Completed
310,2888,2020-01-13 21:00:00,Completed
311,4254,2020-01-13 22:00:00,Completed
312,6277,2020-01-13 23:00:00,Completed
313,9824,2020-01-14 00:00:00,Cancelled
314,6809,2020-01-14 01:00:00,Cancelled
315,7870,2020-01-14 02:00:00,Returned
316,8342,2020-01-14 03:00:00,Completed
317,6616,2020-01-14 04:00:00,Cancelled
318,5722,2020-01-14 05:00:00,Cancelled
319,8296,2020-01-14 06:00:00,Completed
320,8108,2020-01-14 07:00:00,Cancelled
321,6478,2020-01-14 08:00:00,Cancelled
322,7576,2020-01-14 09:00:00,Cancelled
323,1231,2020-01-14 10:00:00,Completed
324,6941,2020-01-14 11:00:00,Completed
325,2815,2020-01-14 12:00:00,Cancelled
326,8926,2020-01-14 13:00:00,Completed
327,8623,2020-01-14 14:00:00,Completed
328,7843,2020-01-14 15:00:00,Completed
329,7074,2020-01-14 16:00:00,Completed
330,85,2020-01-14 17:00:00,Cancelled
331,7656,2020-01-14 18:00:00,Completed
332,3736,2020-01-14 19:00:00,Completed
333,4460,2020-01-14 20:00:00,Completed
334,9008,2020-01-14 21:00:00,Completed
335,5205,2020-01-14 22:00:00,Completed
336,1601,2020-01-14 23:00:00,Completed
337,3851,2020-01-15 00:00:00,Completed
338,8529,2020-01-15 01:00:00,Completed
339,9363,2020-01-15 02:00:00,Cancelled
340,3064,2020-01-15 03:00:00,Returned
341,8245,2020-01-15 04:00:00,Completed
342,6932,2020-01-15 05:00:00,Completed
343,4758,2020-01-15 06:00:00,Completed
344,135,2020-01-15 07:00:00,Completed
345,1085,2020-01-15 08:00:00,Cancelled
346,234,2020-01-15 09:00:00,Returned
347,4867,2020-01-15 10:00:00,Cancelled
348,8504,2020-01-15 11:00:00,Completed
349,1143,2020-01-15 12:00:00,Returned
350,4618,2020-01-15 13:00:00,Completed
351,6650,2020-01-15 14:00:00,Returned
352,6210,2020-01-15 15:00:00,Completed
353,9768,2020-01-15 16:00:00,Completed
354,6821,2020-01-15 17:00:00,Completed
355,5796,2020-01-15 18:00:00,Completed
356,7596,2020-01-15 19:00:00,Returned
357,2647,2020-01-15 20:00:00,Completed
358,6398,2020-01-15 21:00:00,Cancelled
359,1215,2020-01-15 22:00:00,Completed
360,3709,2020-01-15 23:00:00,Completed
361,3645,2020-01-16 00:00:00,Completed
362,3977,2020-01-16 01:00:00,Completed
363,2104,2020-01-16 02:00:00,Completed
364,3609,2020-01-16 03:00:00,Returned
365,9993,2020-01-16 04:00:00,Completed
366,6591,2020-01-16 05:00:00,Completed
367,3071,2020-01-16 06:00:00,Completed
368,8595,2020-01-16 07:00:00,Completed
369,7293,2020-01-16 08:00:00,Completed
370,2271,2020-01-16 09:00:00,Completed
371,9701,2020-01-16 10:00:00,Completed
372,3834,2020-01-16 11:00:00,Completed
373,4048,2020-01-16 12:00:00,Cancelled
374,5797,2020-01-16 13:00:00,Cancelled
375,9362,2020-01-16 14:00:00,Returned
376,2490,2020-01-16 15:00:00,Completed
377,4984,2020-01-16 16:00:00,Completed
378,5510,2020-01-16 17:00:00,Completed
379,6165,2020-01-16 18:00:00,Completed
380,5793,2020-01-16 19:00:00,Completed
381,9007,2020-01-16 20:00:00,Completed
382,3348,2020-01-16 21:00:00,Cancelled
383,5788,2020-01-16 22:00:00,Cancelled
384,9371,2020-01-16 23:00:00,Completed
385,2169,2020-01-17 00:00:00,Cancelled
386,4447,2020-01-17 01:00:00,Completed
387,4293,2020-01-17 02:00:00,Completed
388,938,2020-01-17 03:00:00,Cancelled
389,6036,2020-01-17 04:00:00,Completed
390,1474,2020-01-17 05:00:00,Completed
391,8480,2020-01-17 06:00:00,Cancelled
392,1310,2020-01-17 07:00:00,Completed
393,2416,2020-01-17 08:00:00,Completed
394,6507,2020-01-17 09:00:00,Completed
395,292,2020-01-17 10:00:00,Completed
396,6684,2020-01-17 11:00:00,Completed
397,6127,2020-01-17 12:00:00,Completed
398,5744,2020-01-17 13:00:00,Cancelled
399,1854,2020-01-17 14:00:00,Cancelled
400,5374,2020-01-17 15:00:00,Completed
401,9684,2020-01-17 16:00:00,Completed
402,8169,2020-01-17 17:00:00,Completed
403,5791,2020-01-17 18:00:00,Completed
404,5374,2020-01-17 19:00:00,Cancelled
405,3428,2020-01-17 20:00:00,Returned
406,843,2020-01-17 21:00:00,Returned
407,9797,2020-01-17 22:00:00,Completed
408,3887,2020-01-17 23:00:00,Returned
409,6508,2020-01-18 00:00:00,Completed
410,9682,2020-01-18 01:00:00,Completed
411,9226,2020-01-18 02:00:00,Cancelled
412,7420,2020-01-18 03:00:00,Completed
413,6102,2020-01-18 04:00:00,Cancelled
414,4004,2020-01-18 05:00:00,Returned
415,6315,2020-01-18 06:00:00,Completed
416,264,2020-01-18 07:00:00,Cancelled
417,7445,2020-01-18 08:00:00,Completed
418,7004,2020-01-18 09:00:00,Completed
419,998,2020-01-18 10:00:00,Cancelled
420,4564,2020-01-18 11:00:00,Cancelled
421,7769,2020-01-18 12:00:00,Returned
422,9428,2020-01-18 13:00:00,Completed
423,8866,2020-01-18 14:00:00,Completed
424,9411,2020-01-18 15:00:00,Cancelled
425,5178,2020-01-18 16:00:00,Completed
426,1056,2020-01-18 17:00:00,Returned
427,4677,2020-01-18 18:00:00,Cancelled
428,2064,2020-01-18 19:00:00,Completed
429,9997,2020-01-18 20:00:00,Completed
430,9109,2020-01-18 21:00:00,Completed
431,8801,2020-01-18 22:00:00,Cancelled
432,4698,2020-01-18 23:00:00,Completed
433,3835,2020-01-19 00:00:00,Completed
434,1971,2020-01-19 01:00:00,Cancelled
435,2649,2020-01-19 02:00:00,Completed
436,730,2020-01-19 03:00:00,Completed
437,5977,2020-01-19 04:00:00,Completed
438,2460,2020-01-19 05:00:00,Completed
439,9495,2020-01-19 06:00:00,Completed
440,4091,2020-01-19 07:00:00,Completed
441,7249,2020-01-19 08:00:00,Cancelled
442,479,2020-01-19 09:00:00,Completed
443,650,2020-01-19 10:00:00,Returned
444,8718,2020-01-19 11:00:00,Completed
445,8649,2020-01-19 12:00:00,Completed
446,4231,2020-01-19 13:00:00,Completed
447,9074,2020-01-19 14:00:00,Completed
448,7963,2020-01-19 15:00:00,Completed
449,2789,2020-01-19 16:00:00,Cancelled
450,3584,2020-01-19 17:00:00,Completed
451,1633,2020-01-19 18:00:00,Completed
452,4449,2020-01-19 19:00:00,Completed
453,2802,2020-01-19 20:00:00,Completed
454,9712,2020-01-19 21:00:00,Cancelled
455,4896,2020-01-19 22:00:00,Completed
456,8465,2020-01-19 23:00:00,Completed
457,6388,2020-01-20 00:00:00,Returned
458,165,2020-01-20 01:00:00,Cancelled
459,8630,2020-01-20 02:00:00,Completed
460,7909,2020-01-20 03:00:00,Cancelled
461,342,2020-01-20 04:00:00,Completed
462,9440,2020-01-20 05:00:00,Completed
463,4696,2020-01-20 06:00:00,Completed
464,3388,2020-01-20 07:00:00,Completed
465,2598,2020-01-20 08:00:00,Completed
466,4592,2020-01-20 09:00:00,Cancelled
467,8966,2020-01-20 10:00:00,Completed
468,777,2020-01-20 11:00:00,Completed
469,616,2020-01-20 12:00:00,Returned
470,6563,2020-01-20 13:00:00,Returned
471,9285,2020-01-20 14:00:00,Completed
472,9459,2020-01-20 15:00:00,Completed
473,4721,2020-01-20 16:00:00,Completed
474,7743,2020-01-20 17:00:00,Completed
475,7641,2020-01-20 18:00:00,Cancelled
476,6019,2020-01-20 19:00:00,Returned
477,6592,2020-01-20 20:00:00,Completed
478,4046,2020-01-20 21:00:00,Completed
479,4390,2020-01-20 22:00:00,Completed
480,7332,2020-01-20 23:00:00,Cancelled
481,5573,2020-01-21 00:00:00,Cancelled
482,1680,2020-01-21 01:00:00,Completed
483,788,2020-01-21 02:00:00,Completed
484,9138,2020-01-21 03:00:00,Completed
485,6676,2020-01-21 04:00:00,Returned
486,2843,2020-01-21 05:00:00,Completed
487,6361,2020-01-21 06:00:00,Cancelled
488,5942,2020-01-21 07:00:00,Completed
489,9484,2020-01-21 08:00:00,Completed
490,4810,2020-01-21 09:00:00,Completed
491,7420,2020-01-21 10:00:00,Completed
492,7050,2020-01-21 11:00:00,Cancelled
493,8181,2020-01-21 12:00:00,Completed
494,2048,2020-01-21 13:00:00,Cancelled
495,769,2020-01-21 14:00:00,Completed
496,5216,2020-01-21 15:00:00,Completed
497,8322,2020-01-21 16:00:00,Completed
498,546,2020-01-21 17:00:00,Completed
499,1887,2020-01-21 18:00:00,Completed
500,6342,2020-01-21 19:00:00,Completed
501,9811,2020-01-21 20:00:00,Completed
502,7914,2020-01-21 21:00:00,Completed
503,5357,2020-01-21 22:00:00,Completed
504,1024,2020-01-21 23:00:00,Completed
505,9150,2020-01-22 00:00:00,Cancelled
506,9612,2020-01-22 01:00:00,Cancelled
507,8682,2020-01-22 02:00:00,Cancelled
508,8841,2020-01-22 03:00:00,Completed
509,7012,2020-01-22 04:00:00,Completed
510,8727,2020-01-22 05:00:00,Completed
511,4493,2020-01-22 06:00:00,Completed
512,4366,2020-01-22 07:00:00,Completed
513,2389,2020-01-22 08:00:00,Completed
514,6176,2020-01-22 09:00:00,Completed
515,122,2020-01-22 10:00:00,Completed
516,752,2020-01-22 11:00:00,Completed
517,7854,2020-01-22 12:00:00,Completed
518,2393,2020-01-22 13:00:00,Cancelled
519,3058,2020-01-22 14:00:00,Completed
520,6989,2020-01-22 15:00:00,Completed
521,6076,2020-01-22 16:00:00,Completed
522,614,2020-01-22 17:00:00,Completed
523,2435,2020-01-22 18:00:00,Completed
524,3309,2020-01-22 19:00:00,Returned
525,3217,2020-01-22 20:00:00,Completed
526,1368,2020-01-22 21:00:00,Completed
527,8241,2020-01-22 22:00:00,Cancelled
528,2845,2020-01-22 23:00:00,Completed
529,974,2020-01-23 00:00:00,Returned
530,39,2020-01-23 01:00:00,Completed
531,7826,2020-01-23 02:00:00,Returned
532,2022,2020-01-23 03:00:00,Completed
533,8627,2020-01-23 04:00:00,Completed
534,4037,2020-01-23 05:00:00,Completed
535,918,2020-01-23 06:00:00,Completed
536,5213,2020-01-23 07:00:00,Returned
537,4587,2020-01-23 08:00:00,Completed
538,6484,2020-01-23 09:00:00,Cancelled
539,5243,2020-01-23 10:00:00,Cancelled
540,5872,2020-01-23 11:00:00,Cancelled
541,1349,2020-01-23 12:00:00,Completed
542,117,2020-01-23 13:00:00,Completed
543,7169,2020-01-23 14:00:00,Completed
544,8858,2020-01-23 15:00:00,Completed
545,4361,2020-01-23 16:00:00,Cancelled
546,6060,2020-01-23 17:00:00,Cancelled
547,1713,2020-01-23 18:00:00,Completed
548,597,2020-01-23 19:00:00,Cancelled
549,8746,2020-01-23 20:00:00,Completed
550,648,2020-01-23 21:00:00,Completed
551,2190,2020-01-23 22:00:00,Returned
552,2284,2020-01-23 23:00:00,Completed
553,1387,2020-01-24 00:00:00,Cancelled
554,589,2020-01-24 01:00:00,Completed
555,5216,2020-01-24 02:00:00,Completed
556,4970,2020-01-24 03:00:00,Completed
557,6105,2020-01-24 04:00:00,Completed
558,5097,2020-01-24 05:00:00,Completed
559,2591,2020-01-24 06:00:00,Completed
560,4641,2020-01-24 07:00:00,Completed
561,815,2020-01-24 08:00:00,Returned
562,90,2020-01-24 09:00:00,Completed
563,4977,2020-01-24 10:00:00,Returned
564,8070,2020-01-24 11:00:00,Completed
565,9188,2020-01-24 12:00:00,Completed
566,9804,2020-01-24 13:00:00,Cancelled
567,7018,2020-01-24 14:00:00,Completed
568,6110,2020-01-24 15:00:00,Completed
569,8168,2020-01-24 16:00:00,Completed
570,5859,2020-01-24 17:00:00,Completed
571,1788,2020-01-24 18:00:00,Completed
572,9470,2020-01-24 19:00:00,Completed
573,5725,2020-01-24 20:00:00,Returned
574,6370,2020-01-24 21:00:00,Returned
575,7557,2020-01-24 22:00:00,Completed
576,8351,2020-01-24 23:00:00,Completed
577,1730,2020-01-25 00:00:00,Completed
578,2320,2020-01-25 01:00:00,Completed
579,1813,2020-01-25 02:00:00,Completed
580,3305,2020-01-25 03:00:00,Returned
581,8479,2020-01-25 04:00:00,Completed
582,470,2020-01-25 05:00:00,Completed
583,3366,2020-01-25 06:00:00,Completed
584,6511,2020-01-25 07:00:00,Returned
585,2730,2020-01-25 08:00:00,Completed
586,7118,2020-01-25 09:00:00,Completed
587,4488,2020-01-25 10:00:00,Completed
588,9929,2020-01-25 11:00:00,Completed
589,1103,2020-01-25 12:00:00,Cancelled
590,773,2020-01-25 13:00:00,Completed
591,3177,2020-01-25 14:00:00,Completed
592,6194,2020-01-25 15:00:00,Completed
593,6048,2020-01-25 16:00:00,Returned
594,4497,2020-01-25 17:00:00,Cancelled
595,5361,2020-01-25 18:00:00,Completed
596,2154,2020-01-25 19:00:00,Cancelled
597,8309,2020-01-25 20:00:00,Completed
598,2024,2020-01-25 21:00:00,Cancelled
599,9162,2020-01-25 22:00:00,Completed
600,5533,2020-01-25 23:00:00,Completed
601,8593,2020-01-26 00:00:00,Cancelled
602,9562,2020-01-26 01:00:00,Completed
603,404,2020-01-26 02:00:00,Completed
604,9753,2020-01-26 03:00:00,Completed
605,665,2020-01-26 04:00:00,Completed
606,2461,2020-01-26 05:00:00,Completed
607,5297,2020-01-26 06:00:00,Cancelled
608,3306,2020-01-26 07:00:00,Completed
609,9761,2020-01-26 08:00:00,Completed
610,7839,2020-01-26 09:00:00,Completed
611,940,2020-01-26 10:00:00,Cancelled
612,5916,2020-01-26 11:00:00,Cancelled
613,2464,2020-01-26 12:00:00,Completed
614,7153,2020-01-26 13:00:00,Cancelled
615,6944,2020-01-26 14:00:00,Completed
616,6030,2020-01-26 15:00:00,Returned
617,1549,2020-01-26 16:00:00,Completed
618,5577,2020-01-26 17:00:00,Completed
619,5044,2020-01-26 18:00:00,Cancelled
620,7617,2020-01-26 19:00:00,Completed
621,4152,2020-01-26 20:00:00,Completed
622,376,2020-01-26 21:00:00,Cancelled
623,2522,2020-01-26 22:00:00,Completed
624,7034,2020-01-26 23:00:00,Completed
625,7646,2020-01-27 00:00:00,Completed
