order_id,product_id,quantity,unit_price,total_price
111,28,3,93.59,280.77
112,2,1,215.84,215.84
112,22,4,248.4,993.6
112,27,1,231.99,231.99
112,23,4,374.81,1499.24
113,11,4,471.73,1886.92
114,11,2,471.73,943.46
114,7,1,77.21,77.21
114,28,2,93.59,187.18
114,26,2,453.26,906.52
115,24,2,471.33,942.66
116,4,2,64.14,128.28
116,21,4,120.53,482.12
117,28,1,93.59,93.59
118,6,1,73.81,73.81
119,10,2,457.75,915.5
119,28,4,93.59,374.36
119,5,1,108.06,108.06
120,22,1,248.4,248.4
121,13,2,73.17,146.34
122,10,1,457.75,457.75
122,25,4,361.41,1445.64
122,5,1,108.06,108.06
122,20,1,380.42,380.42
122,6,4,73.81,295.24
122,22,2,248.4,496.8
123,26,2,453.26,906.52
123,11,1,471.73,471.73
123,19,2,277.49,554.98
123,24,4,471.33,1885.32
123,25,1,361.41,361.41
124,7,2,77.21,154.42
125,9,4,494.58,1978.32
125,21,3,120.53,361.59
126,21,1,120.53,120.53
127,28,4,93.59,374.36
128,21,2,120.53,241.06
128,22,1,248.4,248.4
128,20,2,380.42,760.84
129,28,4,93.59,374.36
129,9,2,494.58,989.16
130,13,4,73.17,292.68
131,13,4,73.17,292.68
131,10,4,457.75,1831.0
132,21,1,120.53,120.53
133,27,4,231.99,927.96
134,2,2,215.84,431.68
134,10,3,457.75,1373.25
134,3,1,192.07,192.07
134,28,2,93.59,187.18
135,2,2,215.84,431.68
136,3,2,192.07,384.14
137,9,4,494.58,1978.32
137,1,3,199.87,599.61
138,25,4,361.41,1445.64
138,3,1,192.07,192.07
138,8,3,468.14,1404.42
138,11,2,471.73,943.46
139,27,1,231.99,231.99
140,5,3,108.06,324.18
140,10,3,457.75,1373.25
141,2,3,215.84,647.52
141,10,1,457.75,457.75
142,26,1,453.26,453.26
143,7,2,77.21,154.42
143,5,2,108.06,216.12
143,3,4,192.07,768.28
144,18,2,299.91,599.82
145,15,4,234.0,936.0
145,27,2,231.99,463.98
146,23,2,374.81,749.62
146,8,4,468.14,1872.56
146,21,1,120.53,120.53
146,4,3,64.14,192.42
146,6,4,73.81,295.24
147,12,4,211.85,847.4
147,16,3,198.73,596.19
147,9,3,494.58,1483.74
148,11,2,471.73,943.46
149,1,1,199.87,199.87
150,4,2,64.14,128.28
150,13,3,73.17,219.51
151,1,2,199.87,399.74
151,17,3,415.55,1246.65
152,3,4,192.07,768.28
153,3,2,192.07,384.14
153,25,4,361.41,1445.64
154,7,4,77.21,308.84
154,4,4,64.14,256.56
154,21,4,120.53,482.12
155,3,2,192.07,384.14
155,2,1,215.84,215.84
156,27,4,231.99,927.96
156,5,2,108.06,216.12
157,21,4,120.53,482.12
158,7,1,77.21,77.21
158,18,1,299.91,299.91
158,4,3,64.14,192.42
158,2,4,215.84,863.36
159,13,4,73.17,292.68
160,8,3,468.14,1404.42
160,28,4,93.59,374.36
160,9,3,494.58,1483.74
161,22,2,248.4,496.8
161,27,3,231.99,695.97
161,9,3,494.58,1483.74
161,5,2,108.06,216.12
161,19,4,277.49,1109.96
161,20,2,380.42,760.84
162,2,3,215.84,647.52
163,21,4,120.53,482.12
164,11,4,471.73,1886.92
165,16,4,198.73,794.92
165,22,4,248.4,993.6
165,1,2,199.87,399.74
165,4,1,64.14,64.14
166,20,1,380.42,380.42
167,14,1,68.47,68.47
167,5,2,108.06,216.12
167,20,3,380.42,1141.26
167,28,3,93.59,280.77
168,6,1,73.81,73.81
169,20,1,380.42,380.42
169,5,2,108.06,216.12
169,18,2,299.91,599.82
170,8,3,468.14,1404.42
171,1,3,199.87,599.61
172,8,2,468.14,936.28
173,4,4,64.14,256.56
173,5,2,108.06,216.12
173,19,4,277.49,1109.96
173,17,2,415.55,831.1
174,22,3,248.4,745.2
175,23,2,374.81,749.62
175,2,1,215.84,215.84
176,2,2,215.84,431.68
176,27,1,231.99,231.99
177,7,4,77.21,308.84
178,13,3,73.17,219.51
178,19,1,277.49,277.49
179,4,1,64.14,64.14
179,1,1,199.87,199.87
179,17,3,415.55,1246.65
180,12,3,211.85,635.55
181,9,2,494.58,989.16
181,11,3,471.73,1415.19
182,26,2,453.26,906.52
182,25,2,361.41,722.82
182,1,1,199.87,199.87
182,14,2,68.47,136.94
183,25,4,361.41,1445.64
183,20,1,380.42,380.42
183,27,2,231.99,463.98
183,23,1,374.81,374.81
184,22,1,248.4,248.4
184,19,4,277.49,1109.96
184,1,4,199.87,799.48
185,2,4,215.84,863.36
185,13,4,73.17,292.68
185,27,4,231.99,927.96
186,18,1,299.91,299.91
187,20,1,380.42,380.42
187,1,1,199.87,199.87
188,20,3,380.42,1141.26
189,11,2,471.73,943.46
189,4,3,64.14,192.42
190,10,3,457.75,1373.25
191,9,3,494.58,1483.74
192,7,3,77.21,231.63
192,13,1,73.17,73.17
192,10,3,457.75,1373.25
193,26,1,453.26,453.26
193,12,4,211.85,847.4
194,10,3,457.75,1373.25
195,8,1,468.14,468.14
195,6,4,73.81,295.24
195,18,1,299.91,299.91
195,13,2,73.17,146.34
195,12,2,211.85,423.7
196,15,1,234.0,234.0
196,21,1,120.53,120.53
196,3,2,192.07,384.14
196,23,4,374.81,1499.24
197,14,2,68.47,136.94
198,25,3,361.41,1084.23
199,4,1,64.14,64.14
199,18,3,299.91,899.73
199,9,1,494.58,494.58
200,15,2,234.0,468.0
200,18,1,299.91,299.91
200,20,4,380.42,1521.68
201,11,1,471.73,471.73
202,25,2,361.41,722.82
202,2,1,215.84,215.84
203,24,2,471.33,942.66
203,17,3,415.55,1246.65
204,11,1,471.73,471.73
204,24,4,471.33,1885.32
205,18,4,299.91,1199.64
205,21,3,120.53,361.59
206,12,1,211.85,211.85
206,9,4,494.58,1978.32
206,6,1,73.81,73.81
206,21,1,120.53,120.53
207,24,1,471.33,471.33
208,17,2,415.55,831.1
208,7,1,77.21,77.21
209,17,1,415.55,415.55
209,11,2,471.73,943.46
210,17,2,415.55,831.1
210,4,3,64.14,192.42
211,7,4,77.21,308.84
211,13,1,73.17,73.17
212,7,4,77.21,308.84
213,16,3,198.73,596.19
214,10,3,457.75,1373.25
214,11,4,471.73,1886.92
214,3,2,192.07,384.14
214,15,3,234.0,702.0
214,14,1,68.47,68.47
214,27,3,231.99,695.97
214,5,1,108.06,108.06
215,11,3,471.73,1415.19
215,28,2,93.59,187.18
216,12,1,211.85,211.85
217,3,3,192.07,576.21
218,20,3,380.42,1141.26
219,26,4,453.26,1813.04
219,28,3,93.59,280.77
219,13,4,73.17,292.68
220,4,2,64.14,128.28
220,23,2,374.81,749.62
221,3,4,192.07,768.28
222,21,3,120.53,361.59
222,17,4,415.55,1662.2
222,11,3,471.73,1415.19
222,25,1,361.41,361.41
222,23,4,374.81,1499.24
223,1,2,199.87,399.74
224,3,2,192.07,384.14
224,28,2,93.59,187.18
224,4,3,64.14,192.42
225,11,4,471.73,1886.92
226,21,3,120.53,361.59
226,25,4,361.41,1445.64
226,22,4,248.4,993.6
226,11,3,471.73,1415.19
226,2,4,215.84,863.36
226,7,2,77.21,154.42
226,12,4,211.85,847.4
227,16,1,198.73,198.73
227,13,4,73.17,292.68
228,1,1,199.87,199.87
228,2,3,215.84,647.52
229,6,3,73.81,221.43
230,22,3,248.4,745.2
230,18,2,299.91,599.82
230,8,2,468.14,936.28
231,28,2,93.59,187.18
231,18,2,299.91,599.82
232,10,2,457.75,915.5
232,16,1,198.73,198.73
233,18,1,299.91,299.91
234,26,2,453.26,906.52
235,1,3,199.87,599.61
235,10,2,457.75,915.5
235,23,4,374.81,1499.24
235,2,1,215.84,215.84
235,4,2,64.14,128.28
236,1,1,199.87,199.87
236,5,3,108.06,324.18
236,9,2,494.58,989.16
237,11,1,471.73,471.73
237,9,2,494.58,989.16
238,27,1,231.99,231.99
238,7,2,77.21,154.42
238,19,4,277.49,1109.96
238,26,3,453.26,1359.78
239,25,1,361.41,361.41
240,15,2,234.0,468.0
240,27,1,231.99,231.99
240,17,3,415.55,1246.65
240,23,2,374.81,749.62
241,7,2,77.21,154.42
242,16,4,198.73,794.92
243,22,2,248.4,496.8
243,21,2,120.53,241.06
244,2,3,215.84,647.52
244,11,1,471.73,471.73
244,23,3,374.81,1124.43
244,12,2,211.85,423.7
244,26,4,453.26,1813.04
244,9,1,494.58,494.58
245,14,3,68.47,205.41
246,9,1,494.58,494.58
246,23,1,374.81,374.81
247,20,2,380.42,760.84
247,11,1,471.73,471.73
247,2,2,215.84,431.68
247,5,1,108.06,108.06
248,17,3,415.55,1246.65
249,18,1,299.91,299.91
250,8,3,468.14,1404.42
250,1,1,199.87,199.87
251,22,3,248.4,745.2
252,3,4,192.07,768.28
253,5,4,108.06,432.24
253,1,1,199.87,199.87
254,6,3,73.81,221.43
255,23,2,374.81,749.62
256,18,1,299.91,299.91
257,26,1,453.26,453.26
258,5,4,108.06,432.24
259,1,2,199.87,399.74
259,17,4,415.55,1662.2
260,15,1,234.0,234.0
261,4,4,64.14,256.56
261,14,1,68.47,68.47
262,13,4,73.17,292.68
262,20,3,380.42,1141.26
262,3,2,192.07,384.14
262,9,2,494.58,989.16
262,6,1,73.81,73.81
263,25,2,361.41,722.82
264,26,3,453.26,1359.78
265,17,2,415.55,831.1
265,22,2,248.4,496.8
266,16,2,198.73,397.46
267,25,1,361.41,361.41
267,13,4,73.17,292.68
267,7,4,77.21,308.84
268,16,3,198.73,596.19
269,4,3,64.14,192.42
270,3,4,192.07,768.28
270,24,4,471.33,1885.32
271,2,4,215.84,863.36
271,6,1,73.81,73.81
272,25,1,361.41,361.41
272,5,2,108.06,216.12
272,27,1,231.99,231.99
273,6,2,73.81,147.62
274,21,4,120.53,482.12
274,16,3,198.73,596.19
275,27,4,231.99,927.96
276,23,3,374.81,1124.43
276,22,3,248.4,745.2
276,5,1,108.06,108.06
276,6,1,73.81,73.81
277,27,3,231.99,695.97
277,23,4,374.81,1499.24
277,20,3,380.42,1141.26
277,3,2,192.07,384.14
278,6,3,73.81,221.43
278,17,3,415.55,1246.65
279,8,3,468.14,1404.42
280,5,1,108.06,108.06
280,22,4,248.4,993.6
281,13,4,73.17,292.68
281,24,4,471.33,1885.32
281,28,4,93.59,374.36
282,13,1,73.17,73.17
283,1,4,199.87,799.48
283,28,2,93.59,187.18
284,23,1,374.81,374.81
284,26,4,453.26,1813.04
285,26,3,453.26,1359.78
285,10,2,457.75,915.5
285,15,2,234.0,468.0
286,9,4,494.58,1978.32
286,12,1,211.85,211.85
287,9,2,494.58,989.16
288,5,3,108.06,324.18
288,21,1,120.53,120.53
288,6,1,73.81,73.81
288,8,2,468.14,936.28
289,8,1,468.14,468.14
289,11,2,471.73,943.46
290,3,2,192.07,384.14
290,16,3,198.73,596.19
290,28,2,93.59,187.18
290,14,1,68.47,68.47
290,12,1,211.85,211.85
291,24,1,471.33,471.33
291,19,4,277.49,1109.96
291,26,1,453.26,453.26
292,22,4,248.4,993.6
292,2,3,215.84,647.52
293,28,3,93.59,280.77
294,13,2,73.17,146.34
295,10,4,457.75,1831.0
296,1,3,199.87,599.61
296,24,4,471.33,1885.32
296,10,2,457.75,915.5
297,18,2,299.91,599.82
297,12,1,211.85,211.85
297,15,1,234.0,234.0
298,4,2,64.14,128.28
299,19,3,277.49,832.47
300,12,3,211.85,635.55
301,24,2,471.33,942.66
302,11,2,471.73,943.46
303,8,4,468.14,1872.56
304,1,1,199.87,199.87
304,10,3,457.75,1373.25
304,22,2,248.4,496.8
305,1,1,199.87,199.87
306,25,4,361.41,1445.64
307,15,3,234.0,702.0
307,21,2,120.53,241.06
308,10,1,457.75,457.75
308,5,2,108.06,216.12
309,12,3,211.85,635.55
309,23,3,374.81,1124.43
310,15,4,234.0,936.0
311,17,1,415.55,415.55
311,11,1,471.73,471.73
311,7,1,77.21,77.21
312,10,1,457.75,457.75
313,28,4,93.59,374.36
313,26,4,453.26,1813.04
314,17,1,415.55,415.55
314,14,1,68.47,68.47
314,23,4,374.81,1499.24
314,11,4,471.73,1886.92
315,5,3,108.06,324.18
315,22,1,248.4,248.4
315,2,1,215.84,215.84
315,19,2,277.49,554.98
315,7,3,77.21,231.63
315,24,3,471.33,1413.99
316,14,2,68.47,136.94
316,26,2,453.26,906.52
316,4,4,64.14,256.56
316,20,1,380.42,380.42
317,24,3,471.33,1413.99
317,6,2,73.81,147.62
318,24,2,471.33,942.66
319,7,3,77.21,231.63
320,28,4,93.59,374.36
320,26,3,453.26,1359.78
320,20,2,380.42,760.84
321,7,3,77.21,231.63
322,6,3,73.81,221.43
322,14,2,68.47,136.94
323,19,1,277.49,277.49
324,5,3,108.06,324.18
325,4,1,64.14,64.14
326,19,2,277.49,554.98
326,15,1,234.0,234.0
326,21,1,120.53,120.53
327,23,2,374.81,749.62
327,3,4,192.07,768.28
328,17,2,415.55,831.1
328,20,2,380.42,760.84
329,27,1,231.99,231.99
329,22,3,248.4,745.2
329,23,3,374.81,1124.43
329,19,3,277.49,832.47
329,15,3,234.0,702.0
330,26,4,453.26,1813.04
330,14,4,68.47,273.88
330,16,2,198.73,397.46
330,22,1,248.4,248.4
331,22,3,248.4,745.2
331,11,1,471.73,471.73
331,6,2,73.81,147.62
332,5,1,108.06,108.06
333,11,3,471.73,1415.19
333,19,2,277.49,554.98
334,9,2,494.58,989.16
334,1,2,199.87,399.74
334,16,1,198.73,198.73
334,21,1,120.53,120.53
335,26,3,453.26,1359.78
336,27,1,231.99,231.99
336,20,3,380.42,1141.26
337,19,1,277.49,277.49
338,11,1,471.73,471.73
338,20,1,380.42,380.42
339,2,3,215.84,647.52
339,9,3,494.58,1483.74
339,26,2,453.26,906.52
339,16,3,198.73,596.19
340,12,1,211.85,211.85
341,16,4,198.73,794.92
341,28,3,93.59,280.77
341,5,4,108.06,432.24
341,21,4,120.53,482.12
342,2,4,215.84,863.36
343,12,1,211.85,211.85
343,6,3,73.81,221.43
344,25,1,361.41,361.41
344,22,4,248.4,993.6
345,28,3,93.59,280.77
346,26,4,453.26,1813.04
347,26,1,453.26,453.26
347,1,1,199.87,199.87
347,20,3,380.42,1141.26
347,2,2,215.84,431.68
347,8,4,468.14,1872.56
347,16,1,198.73,198.73
347,6,1,73.81,73.81
347,3,4,192.07,768.28
347,25,3,361.41,1084.23
348,26,1,453.26,453.26
348,24,4,471.33,1885.32
349,23,4,374.81,1499.24
350,11,4,471.73,1886.92
351,13,1,73.17,73.17
351,9,1,494.58,494.58
351,3,4,192.07,768.28
352,27,1,231.99,231.99
352,28,4,93.59,374.36
353,13,2,73.17,146.34
354,17,1,415.55,415.55
355,25,1,361.41,361.41
355,8,1,468.14,468.14
355,24,2,471.33,942.66
356,26,1,453.26,453.26
356,23,4,374.81,1499.24
356,14,4,68.47,273.88
356,25,1,361.41,361.41
357,24,2,471.33,942.66
358,17,2,415.55,831.1
359,28,1,93.59,93.59
360,6,4,73.81,295.24
360,17,1,415.55,415.55
361,16,3,198.73,596.19
362,2,1,215.84,215.84
363,1,3,199.87,599.61
363,12,3,211.85,635.55
363,28,2,93.59,187.18
363,13,3,73.17,219.51
363,2,2,215.84,431.68
364,8,4,468.14,1872.56
364,23,1,374.81,374.81
364,19,2,277.49,554.98
365,22,1,248.4,248.4
365,18,1,299.91,299.91
366,10,2,457.75,915.5
366,17,4,415.55,1662.2
366,22,4,248.4,993.6
367,12,1,211.85,211.85
367,1,1,199.87,199.87
368,20,1,380.42,380.42
368,15,2,234.0,468.0
369,28,4,93.59,374.36
370,10,1,457.75,457.75
370,2,4,215.84,863.36
371,21,3,120.53,361.59
371,18,4,299.91,1199.64
372,24,4,471.33,1885.32
372,18,2,299.91,599.82
373,1,3,199.87,599.61
374,9,3,494.58,1483.74
374,5,2,108.06,216.12
374,2,2,215.84,431.68
374,24,2,471.33,942.66
375,3,2,192.07,384.14
375,13,2,73.17,146.34
375,20,2,380.42,760.84
376,11,1,471.73,471.73
376,12,2,211.85,423.7
376,6,1,73.81,73.81
377,19,1,277.49,277.49
377,6,2,73.81,147.62
378,7,2,77.21,154.42
379,26,3,453.26,1359.78
379,11,2,471.73,943.46
380,1,4,199.87,799.48
380,8,2,468.14,936.28
381,8,2,468.14,936.28
382,18,4,299.91,1199.64
383,26,1,453.26,453.26
383,24,4,471.33,1885.32
383,19,1,277.49,277.49
384,8,3,468.14,1404.42
384,19,4,277.49,1109.96
384,24,1,471.33,471.33
385,26,1,453.26,453.26
386,25,2,361.41,722.82
386,19,2,277.49,554.98
387,22,2,248.4,496.8
388,10,4,457.75,1831.0
388,1,4,199.87,799.48
388,8,2,468.14,936.28
388,16,2,198.73,397.46
388,13,2,73.17,146.34
389,9,4,494.58,1978.32
390,4,1,64.14,64.14
391,16,2,198.73,397.46
391,25,4,361.41,1445.64
392,7,1,77.21,77.21
393,2,2,215.84,431.68
393,4,4,64.14,256.56
393,20,1,380.42,380.42
394,15,1,234.0,234.0
395,19,3,277.49,832.47
395,15,1,234.0,234.0
395,11,2,471.73,943.46
395,21,2,120.53,241.06
396,2,4,215.84,863.36
397,12,4,211.85,847.4
397,15,2,234.0,468.0
398,18,1,299.91,299.91
399,27,4,231.99,927.96
399,20,1,380.42,380.42
400,5,3,108.06,324.18
400,14,3,68.47,205.41
401,6,2,73.81,147.62
401,22,4,248.4,993.6
402,11,1,471.73,471.73
403,9,1,494.58,494.58
404,25,3,361.41,1084.23
404,7,4,77.21,308.84
404,28,3,93.59,280.77
405,5,2,108.06,216.12
406,27,1,231.99,231.99
406,24,1,471.33,471.33
407,25,1,361.41,361.41
407,22,2,248.4,496.8
407,12,4,211.85,847.4
407,28,1,93.59,93.59
408,14,2,68.47,136.94
408,8,1,468.14,468.14
409,17,4,415.55,1662.2
409,23,2,374.81,749.62
410,18,4,299.91,1199.64
410,17,3,415.55,1246.65
411,19,3,277.49,832.47
411,11,2,471.73,943.46
412,12,3,211.85,635.55
413,20,4,380.42,1521.68
414,21,4,120.53,482.12
414,8,1,468.14,468.14
415,5,4,108.06,432.24
415,1,1,199.87,199.87
415,26,3,453.26,1359.78
416,21,3,120.53,361.59
417,8,2,468.14,936.28
417,25,2,361.41,722.82
418,8,2,468.14,936.28
419,24,2,471.33,942.66
419,14,2,68.47,136.94
419,13,4,73.17,292.68
419,7,2,77.21,154.42
420,24,3,471.33,1413.99
420,1,2,199.87,399.74
420,23,2,374.81,749.62
420,14,3,68.47,205.41
420,26,4,453.26,1813.04
421,23,1,374.81,374.81
421,27,3,231.99,695.97
422,3,2,192.07,384.14
422,17,3,415.55,1246.65
422,1,1,199.87,199.87
422,18,4,299.91,1199.64
422,5,3,108.06,324.18
422,23,2,374.81,749.62
423,11,4,471.73,1886.92
423,19,3,277.49,832.47
424,24,3,471.33,1413.99
425,24,4,471.33,1885.32
425,20,3,380.42,1141.26
425,23,1,374.81,374.81
425,4,3,64.14,192.42
426,15,2,234.0,468.0
426,27,2,231.99,463.98
427,11,3,471.73,1415.19
427,3,4,192.07,768.28
427,26,1,453.26,453.26
428,17,1,415.55,415.55
428,8,1,468.14,468.14
429,19,3,277.49,832.47
429,14,3,68.47,205.41
430,10,3,457.75,1373.25
430,18,3,299.91,899.73
431,14,1,68.47,68.47
432,16,2,198.73,397.46
433,8,2,468.14,936.28
434,4,4,64.14,256.56
434,24,1,471.33,471.33
435,15,1,234.0,234.0
435,20,1,380.42,380.42
435,18,4,299.91,1199.64
435,4,3,64.14,192.42
436,2,1,215.84,215.84
436,18,1,299.91,299.91
436,3,3,192.07,576.21
436,21,3,120.53,361.59
436,5,2,108.06,216.12
437,26,2,453.26,906.52
438,6,4,73.81,295.24
439,23,3,374.81,1124.43
440,19,3,277.49,832.47
441,25,2,361.41,722.82
442,20,1,380.42,380.42
442,21,3,120.53,361.59
442,2,3,215.84,647.52
442,15,1,234.0,234.0
442,16,4,198.73,794.92
443,26,4,453.26,1813.04
444,28,3,93.59,280.77
444,10,2,457.75,915.5
445,4,1,64.14,64.14
445,6,2,73.81,147.62
445,10,1,457.75,457.75
445,3,2,192.07,384.14
446,11,2,471.73,943.46
447,19,3,277.49,832.47
448,5,3,108.06,324.18
449,25,4,361.41,1445.64
449,7,4,77.21,308.84
449,16,1,198.73,198.73
450,6,3,73.81,221.43
451,16,2,198.73,397.46
452,7,2,77.21,154.42
453,5,4,108.06,432.24
453,8,3,468.14,1404.42
454,15,3,234.0,702.0
454,16,4,198.73,794.92
454,27,3,231.99,695.97
455,28,4,93.59,374.36
455,10,3,457.75,1373.25
455,13,3,73.17,219.51
455,3,1,192.07,192.07
455,25,3,361.41,1084.23
456,23,3,374.81,1124.43
456,18,1,299.91,299.91
456,8,3,468.14,1404.42
456,26,4,453.26,1813.04
456,21,1,120.53,120.53
457,22,3,248.4,745.2
457,19,3,277.49,832.47
458,18,4,299.91,1199.64
458,28,3,93.59,280.77
458,19,3,277.49,832.47
459,11,1,471.73,471.73
459,17,4,415.55,1662.2
459,28,2,93.59,187.18
460,23,2,374.81,749.62
461,25,4,361.41,1445.64
461,6,2,73.81,147.62
462,5,1,108.06,108.06
463,11,2,471.73,943.46
463,24,3,471.33,1413.99
464,17,2,415.55,831.1
464,10,3,457.75,1373.25
465,22,3,248.4,745.2
465,27,2,231.99,463.98
465,20,1,380.42,380.42
465,3,4,192.07,768.28
465,11,3,471.73,1415.19
466,19,2,277.49,554.98
467,17,3,415.55,1246.65
467,8,4,468.14,1872.56
